,node,embedding
1737,256,"[ 0.84615344 -0.40788726  0.93074021 -0.17651599 -0.10604297 -0.02900816
  0.05556218 -0.30870161  0.75077165 -0.23350004 -0.27532426 -0.18834218
  0.09016938 -0.03615586  0.03503964  0.00642022  0.11661528  0.4101051
  0.06173408 -0.01252698  0.1162912  -0.06080721 -0.5484814  -0.12616252
 -0.06103954 -0.12927414 -0.25002466 -0.08445653  0.23507746 -0.64328974
 -0.16667283 -0.03116357]"
1738,4805,"[ 4.41882368 -2.15896358  2.24359827 -0.30964657 -1.43956569  0.81069196
  0.44427174 -0.3320678   0.84562014 -0.38026145 -0.82280003 -0.15151342
 -0.67181285  0.88537753 -0.21515744  0.07809277  0.32123086  0.06410168
  0.77575903 -0.11637609  0.20131145 -0.54717027 -0.2384169  -0.65023778
  0.92881969  0.1461137   0.06941352  0.28832778  0.23106736 -0.33761987
  0.22989607  0.66413482]"
1739,2291,"[ 0.60004111 -0.68214173 -0.17576234  0.26855308  0.1882496   0.36116275
  0.39024145 -0.34210366 -0.40959259 -0.03402922 -0.23196542  0.10820286
  0.20141522 -0.18358154 -0.32340984  0.04290232 -0.36337149 -0.0355396
 -0.01305043  0.13198201 -0.16721344  0.32701169  0.07655774 -0.23730326
 -0.36618651  0.01999736 -0.44530464  0.11105856  0.07270687 -0.10235366
 -0.02533734 -0.58299597]"
1740,6239,"[ 1.48006732 -1.52694047 -0.33823856  0.15795481  0.33442192  0.66337237
  0.82853003 -0.59830109 -0.45759267  0.21939026  0.03111673  0.16428639
  0.24202929 -0.06700132 -0.27855437 -0.085957   -0.43358087  0.23525185
 -0.13214415  0.33896988 -0.38436717  0.22158324  0.25669974 -0.37058655
 -0.04880858  0.3162465  -0.34556614  0.54688826 -0.03069774 -0.33182382
 -0.36791618 -0.47158052]"
1741,3506,"[ 3.6664022  -2.35375868 -0.74544034 -1.38428649  2.07453304  1.53156356
  0.51340603  0.81991253  0.44127389 -0.57943344  0.69397229 -0.40898572
  0.22460801 -0.69570191 -0.16718978 -0.11540861 -0.68233748 -0.08311875
 -0.30867905 -1.24833259  0.73935949 -0.25303956 -0.71036981 -0.02044454
 -0.10272071  0.04605848 -0.03960083 -0.34158012 -0.14494718 -0.79219981
  0.07135983 -0.07239119]"
1742,4416,"[ 5.32039373 -3.07394623 -0.98280336 -0.87278514  0.48427923  0.46564143
  0.15558895  0.32154655 -0.21711323  0.61394161  1.29560925  1.95068585
  0.02950673 -0.44494587  0.02923618  0.03832434 -0.10966149  0.0819889
 -0.46388553  0.06770622  0.36364802  1.00372173 -0.74194656 -0.56960432
  0.75099352  0.01095127  0.22205188  0.1529012   0.32446837  0.7989685
 -0.18225971  0.04952831]"
1743,4520,"[ 0.47268039 -0.72608947 -0.05136009 -0.01321883  0.11525006  0.49043041
  0.86865413  0.11855169 -0.02145463  0.05912755  0.14349747  0.05496346
 -0.12782007  0.17875749 -0.88318961 -0.17607245 -0.20217667  0.29607363
 -0.01409828 -0.40556975  0.06159629 -0.04317629 -0.12406039  0.01826255
  0.00874622 -0.29353946 -0.1565704   0.06606861 -0.03948403 -0.17558031
 -0.27620307 -0.04757812]"
1744,3749,"[ 7.89084531e+00 -3.51343152e+00 -2.95233396e+00  5.35529667e-01
 -2.21233765e+00 -6.09026517e-01  5.32192565e-01  8.51094103e-01
 -6.14396649e-01  9.47509677e-01  8.01986363e-01 -8.30096646e-01
 -5.52362234e-01  2.88830320e-01  8.95552646e-01  2.30229084e-01
  5.79545224e-01 -2.59374875e-01  6.54667707e-03  2.92045000e-01
 -1.92242645e-01 -4.96610122e-01 -6.43516211e-01 -2.10117339e-01
 -4.97404339e-01  3.94986999e-01  5.12654271e-01 -6.80329820e-01
  1.28552043e-01  6.05246152e-01  5.42232019e-01 -5.49122338e-01]"
1745,3266,"[ 6.10830379 -2.42974379  0.10184906 -1.95685072  2.27807983  0.82771173
 -0.22219198  1.8616603   0.6134437   1.94965529  0.61178617 -0.34775309
 -2.70377412 -0.60554853 -0.18224427  0.29717896 -0.84931314 -0.711855
 -0.25211417  0.06853886  0.0610262  -1.3883131   1.02198697 -0.03694951
 -0.07349846 -0.72415168  0.63361445  0.51263018 -0.40810351  1.14078211
  0.80517107 -0.00655341]"
1746,3912,"[ 2.75335578 -1.96570369 -0.88499082  0.08900395 -0.53502861  0.09639604
  1.3337526  -0.11253877 -0.48236285  0.99596859  0.69621047  0.50180808
 -0.61972314  0.47504476 -0.59345264 -0.30310121  0.422498    0.00366575
  0.11517149  0.30771178 -0.69222268 -0.38015164 -1.17677864  0.19742924
 -0.59702555 -0.32813671 -0.11040842 -0.15153948 -0.13805217  0.15332694
 -0.43332295 -0.14407767]"
1747,213,"[ 0.41056751 -0.45927779  0.06406384  0.03452578  0.16305175  0.27085533
  0.4336773  -0.01914349 -0.06241898 -0.0399802  -0.11778591  0.19391728
  0.05705088  0.02608947 -0.60131999  0.08237182 -0.24272626  0.15938885
  0.07642437 -0.32433954  0.17112612 -0.05900857 -0.01346093  0.0847625
 -0.30483572  0.05857787 -0.05446355  0.25279492  0.28700507 -0.07057533
  0.01990202 -0.0720846 ]"
1748,2622,"[ 1.33556824 -1.53224064  0.38083692  0.1176614  -0.06512777  0.81348466
  1.1852918   0.20509872  0.24904635  0.188621   -0.22457318 -0.09455075
 -0.05491961  0.19236158 -0.686466   -0.31980592 -0.23340476  0.07788828
 -0.40840728 -0.30924711  0.26885856 -0.3812566   0.0365917   0.03738201
 -0.2374342   0.16822085  0.37153461 -0.34485272  0.02374939  0.02105255
  0.09786498 -0.05655465]"
1749,5970,"[16.13872847 -1.04187108 -1.08600068  1.72653894 -0.56525079 -2.94005322
 -1.2371916   1.7848664   0.06892341  1.12974632 -0.02395357 -3.37337561
  0.43852078 -1.07077726  0.06892949  0.21328269 -0.37774225 -1.357449
  1.12024266  0.15714048 -0.08942292  1.2575226   1.03084046  1.44192021
  0.53343753 -1.62402718  0.30237579  0.24916769  0.99332844 -0.2279178
 -0.07210524  0.20531888]"
1750,1449,"[ 1.38794818 -1.13147575 -0.33470539 -0.05632227  0.27719859  0.68941082
  1.11218295 -0.25522664 -0.25365744  0.56130824  0.06950643  0.02376268
  0.09008414  0.1418307  -0.74238949  0.02252064 -0.50824065  0.18355336
 -0.1262207  -0.35688129  0.17933361  0.20078599  0.04707976 -0.136799
 -0.28530274 -0.3416748   0.0575838   0.30274789 -0.01732076  0.00247115
 -0.00589716  0.28749585]"
1751,2330,"[ 2.92632242 -2.11917253  0.31208622  0.39234309 -0.34681773  0.6077511
  1.82082247 -0.86955534 -0.01570966  1.09734836 -0.91528917 -0.52046249
  0.06313673  0.69772179 -0.67166539 -0.03608654 -0.13442649  0.12019643
  0.13898145  0.40773634  0.52314947 -0.11571415  0.07215597  0.07579416
 -0.67689243 -0.45925528  0.01511242  0.23824278 -0.10000139 -0.62410088
 -0.54030929  0.16852022]"
1752,2592,"[ 1.78820395 -1.34763125 -0.79515999  0.12160773 -0.65905418  0.10327756
  0.75533318  0.4530259  -0.68241116 -0.4396077   0.27193727 -0.65778638
  0.30974492  0.37312858 -0.19698695  0.21164295  0.71796083  0.26290532
  0.09058029 -0.5951788  -0.67012706 -0.01238912 -0.4554094  -0.51901423
 -0.29966141  0.14328322 -0.72212571 -0.06375128 -0.31313525 -0.26920025
  0.08129226 -0.21042916]"
1753,4018,"[ 5.9934226  -2.33816358  0.24285264  2.58287281 -1.41535637  0.75482529
 -0.04053217 -0.75153167 -0.25885151  1.30972027 -0.75354518 -0.7803702
 -0.39159604  0.95301629  0.41982086 -0.68264161 -0.06207596 -0.29911966
 -0.82849936  0.68922837  0.65049117 -0.07077138 -0.81707243 -0.18436904
  0.59777977  1.44291097  0.06233537 -0.26681085  0.65045052 -0.88934793
  0.17816029 -0.91408765]"
1754,5839,"[ 2.56379144 -2.0960265  -0.11367504 -0.81169087  1.67203495  1.13827635
  0.65940007  0.31133305  0.62154513 -0.28296975  0.66771852 -0.39934571
 -0.1397405  -1.07002894 -0.28548814 -0.05500332 -0.82714518 -0.08440783
  0.12232846 -0.55578451  0.17556955  0.16582976 -0.43139899 -0.11613643
  0.33797721 -0.20374246  0.28268536 -0.33178117 -0.1031277  -0.15877705
  0.23039733 -0.59706004]"
1755,648,"[ 1.43379709 -1.24070051 -0.35329374  0.27224982 -0.13478601  0.34863571
  0.86179397 -0.566127   -0.45435384 -0.30560173 -0.08698553  0.09506112
 -0.28608235  0.36782469 -0.91161252 -0.31613777 -0.09326286  0.21947905
 -0.51149017  0.0301614   0.2008472   0.15391726 -0.03581843 -0.38221278
 -0.48178149 -0.32399244 -0.66479241 -0.20177349 -0.25568898  0.10914374
 -0.12041159 -0.16854899]"
1756,3853,"[ 4.77941593 -2.71012402 -0.67854795  2.31683365  0.55699074 -0.03063458
  0.7150989  -1.80648836 -0.83877827 -0.37427573 -0.775368    0.15991215
  0.03041546 -0.33989843 -0.56703748 -0.56777593  0.44692217  0.22883398
 -0.73275991  0.77848622  0.44006178  0.61254345  0.0477873  -0.49321344
 -0.50543367 -0.77069164 -0.78078414 -0.78667605 -0.39809023  0.65686415
 -0.00485893  0.14704281]"
1757,4735,"[ 3.56696345 -2.25601173 -1.40371508  2.36255936 -0.62609081  0.27755159
  0.64001279  1.35287229 -1.47187859  0.25119452 -0.01160154  0.04078931
 -0.18486788  0.04760291  0.27636367 -0.21750294  0.54753573 -0.64709507
  0.06021679 -0.23324542 -0.60385955 -0.11866297  0.24564446 -0.31053698
  0.38883763  0.45074117  0.60744084 -0.06161331  0.54775866  0.02247001
  0.035581   -0.11084136]"
1758,5587,"[ 1.54212956 -1.32734113 -0.66599065  0.17267352 -0.37736781  0.60817031
  0.82141684  0.30980591 -0.43758482 -0.48496253  0.24488658 -0.52113223
 -0.01976417  0.34781973 -0.4614654   0.21016103 -0.23275666  0.06857392
 -0.12506069 -0.55117161 -0.14754431  0.05792478 -0.1725804   0.23965618
 -0.58320239 -0.28253811 -0.64578189  0.16323304  0.24237024 -0.15510938
  0.2696102  -0.53199675]"
1759,965,"[ 3.57684772 -2.26246723  0.7753393   1.75404797 -0.25786562  1.50586182
 -0.56550538  0.70884411 -0.29524401 -0.54244185 -1.01643077  0.41842045
  0.35920876  0.53859739  0.97986779 -0.11799553 -0.10132018  0.22313445
  0.29370366 -0.76835591 -0.10789025 -0.32561771 -0.19306324 -0.14590199
  0.32502625  0.37606145 -0.93740027  0.20432546  0.13734741 -0.21046602
  0.11165426 -0.17966901]"
1760,2614,"[ 5.38551366e+00 -2.40605010e+00  2.70601379e+00  9.88068373e-01
 -9.21351678e-01  1.55414463e+00 -4.73615462e-01  3.55594474e-01
  4.34233543e-01 -6.15026515e-01 -1.14611296e+00 -6.13251767e-01
  1.38478094e+00  1.69170862e-03  5.94084669e-01 -1.06719024e-01
  5.86054264e-01 -6.20714633e-01  1.68226049e+00 -2.58926864e-01
 -5.48390642e-01 -9.32862713e-02  8.49690723e-01  5.36257407e-01
  6.79480101e-01 -6.49434928e-01 -3.89667954e-01  4.62580093e-01
 -7.07240367e-01 -4.21136140e-01  1.59067210e-01  5.12176905e-01]"
1761,6136,"[ 3.01583447 -1.68766828 -0.52617817 -0.63743048 -0.54071378  0.5624406
  0.00549406  0.99280056  0.27270995 -0.16451043  0.81470861  1.17905788
  1.43657877  0.38849128  0.37706573 -0.2921639  -0.19561481 -0.1954264
 -0.6063741  -0.65981575 -0.21610019 -0.13327108 -0.40620533 -0.05653045
  0.37750689 -0.462239   -0.52194707 -0.19205597  0.4411888   0.19231244
 -0.45369674  0.52563901]"
1762,726,"[ 2.09954982 -1.61881541 -0.38541161 -0.42035757  0.00888195  0.6048701
  0.77113799 -0.70751986 -0.08750868  1.0963742   0.37648468  0.81545868
  0.70328942 -0.01249532 -0.14068879  0.61127259 -0.73380418  0.41588699
  0.21452881  0.79527146 -0.13260383 -0.07721136  0.59472419 -0.4474494
  0.64704939  0.14350737 -0.00492592  0.34603896  0.00639584  0.19566459
 -0.59697273 -0.0839778 ]"
1763,5848,"[ 3.48897695 -3.07814213 -0.09392561 -0.28308566  1.29282445  0.73648719
  0.89374171  0.64082999  0.21322441  0.84080286  0.33960018 -0.5097337
 -0.28461086 -1.1145476   0.24569273 -0.07930939 -0.0119756   0.29452591
  0.00492679  0.07632512 -0.12176649  0.17649922  0.08373977  0.1135419
  0.11385431  0.0400801   0.28224045  0.15401947 -0.47195031 -0.14946513
  0.53382787 -0.58883248]"
1764,1089,"[ 2.72264502 -1.76110834 -1.06599339 -0.45174568 -0.18699753  0.52136943
  0.83180751 -0.26787081 -0.23887401 -0.75161153  0.76504834 -0.25768195
 -0.50719154  0.06442417 -0.53582261  0.22664555 -0.33001487  0.613849
  0.34253201 -0.48374487 -0.52614389  0.3136805  -0.14281568 -0.05280496
  0.42615452 -0.30019107 -0.2515093  -0.10501625 -0.14011872 -0.27304054
 -0.08645689 -0.0311125 ]"
1765,3043,"[ 0.74771806 -0.68711659 -0.51521437  0.06417474 -0.08186545  0.4832655
  0.38983719 -0.38688309 -0.31167125 -0.60112737  0.02268392  0.05354469
 -0.27818841  0.34145186 -0.39534459 -0.24154763 -0.26874644  0.1918312
 -0.2255671  -0.11670645 -0.16338393  0.29850412  0.28119491  0.07589454
 -0.19856974 -0.29420985 -0.52097191 -0.12144872 -0.27284471  0.07836024
 -0.46287108 -0.16990103]"
1766,4660,"[ 8.90576817 -2.85486884  2.89213565 -0.43076089  1.51798295 -4.44170493
  2.23859611  0.66188303  1.14911862 -0.34914819  0.357228    1.10490888
  0.71907476 -0.61718876 -0.05401569  0.39412399  0.44771965 -0.9058017
  0.22209623  0.52701295 -0.61388731 -0.60587282  0.65469601  1.20712923
  0.04917436  0.35017951 -0.10924405 -0.3369637  -0.86047853  1.19714382
  0.47319617  1.14645427]"
1767,5986,"[ 4.0096723  -2.77188982  1.35131861  0.20158065  0.83436292 -1.63225818
  2.23207038  0.14042141  0.67260161 -1.05656978 -0.10208712  0.43790609
  0.42404807 -0.62356963 -1.08890869 -0.16783594  1.36731083  0.06208066
  0.70601633  0.70579351 -0.24693098 -0.3094668  -0.75722937 -0.46512594
  0.21058495 -0.01448966 -0.39356521 -0.15597276  0.10394513  0.24523342
  0.41223066  0.49048465]"
1768,3640,"[ 5.51614846 -3.46885033 -0.81768014 -1.70002559  2.82866026  1.81099317
  0.12650941 -0.1683252   0.26192957 -0.14431547  0.8372542   0.39900551
  0.62743161 -1.77815401  0.41024232  0.26034755 -1.36860344 -0.71046028
  0.06076826 -0.27715741 -0.07124756  0.15739191 -0.43574494 -0.04085457
 -0.34641933  0.43054923 -0.14684798  0.19016038 -0.60681838 -0.01731946
  0.42442244  0.30222669]"
1769,2504,"[ 1.20804313 -1.09603064  0.26566298  0.72254094  0.28457063  0.5666736
  0.63487201 -0.42272438 -0.40313486 -0.17031759 -0.68301757 -0.30836684
  0.23996516  0.00535314 -0.2916958  -0.08046399 -0.37530419 -0.18002948
 -0.08760213 -0.0330763  -0.03903666  0.04856602  0.28996688 -0.13927775
 -0.38787298 -0.24444529 -0.17289926  0.42604738  0.31622141 -0.34516603
  0.07361169 -0.29203286]"
1770,3490,"[ 2.60349874 -2.20661406  1.29791734  0.49085657 -0.02717185  1.25383878
  0.85621619 -0.66196467  0.34477314  0.05152057 -1.19959756 -0.13710781
  0.27454861  0.27753453 -0.34762254 -0.60871665 -0.58304331 -0.37441372
 -0.32818153  0.33176352 -0.06384801  0.13770215 -0.02771368  0.1333309
 -0.17388463  0.34602632  0.20081961 -0.08004733  0.73251312 -0.44578231
 -0.21422122 -0.51309488]"
1771,3314,"[ 1.53304383 -1.13379474  0.49622375  0.60871447 -0.31183276  0.83088759
  0.23253039  1.00678902  0.27157853  0.15080683 -0.45829622 -0.04868824
  0.22932263  0.48940423  0.02957128  0.1484433  -0.07265224  0.16891806
 -0.09486686 -0.74302783  0.66187812  0.04957764 -0.12388522  0.53595467
  0.36434365  0.73698334 -0.21324453  0.58815924 -0.12782468  0.25028227
  0.01109151 -0.40908241]"
1772,1289,"[ 1.65596222 -1.42539647 -0.49547881  1.03875656  0.37444256  0.94508601
  0.47360373 -0.23002545 -0.98382497  0.10622351 -0.71197009  0.8028933
  0.13471877 -0.01937449 -0.30957728  0.35167148 -0.31659391 -0.64961029
  0.14666443  0.06604714 -0.48081377 -0.15439434  0.47407275 -0.0165051
 -0.54391384 -0.00724355  0.4210354   0.54311396  0.71074861 -0.04950759
  0.12718624 -0.01144005]"
1773,817,"[ 2.99632332 -1.60036917  1.07300559  0.76311039  1.03677159 -0.70838627
  1.15835245 -0.35550549  0.61857735 -0.47633937 -0.38050275 -0.31484951
  0.16935102 -0.49039079 -0.87263176  0.29986581  0.2184098   0.41183102
 -0.53726745  0.16070257  0.82550264 -0.02352362 -0.04008819  1.18146077
  0.32223508  0.11928421 -0.08659969  0.31653693  0.08930823 -0.05870989
  0.31989572 -0.36818762]"
1774,1866,"[ 6.90535545 -2.3191259   4.05267542 -0.38932866 -2.15255112  2.33625738
 -0.28856995  0.85627499  0.81206751 -0.38058157 -0.34381666 -1.02638505
  0.49633717  0.03577513  0.62368502 -1.07509833  0.24490323 -1.06280194
  2.68981925 -0.43515836 -0.37841152 -0.32487921  0.5236976   1.06898328
  1.16765088 -0.61832464 -0.86564226  0.47099951 -1.67221372  0.22900886
 -0.02411409 -0.475911  ]"
1775,2317,"[ 2.67120656 -1.61444312 -0.11057926 -0.09583615  1.01440712  0.07638987
  1.07818973  0.57905483  0.10297316  0.29797328  0.28636324 -0.97885805
 -0.52717773 -0.03636217 -0.64256561 -0.23616545 -0.05631163  0.18886699
  0.30891061 -0.4078943   0.45038132 -0.22523237  0.43420843  0.56465287
  0.48318682  0.22689122  0.10140439  0.93662506 -0.23795163 -0.69083465
 -0.06717912  0.51925182]"
1776,2347,"[ 6.60836835 -3.05911927  0.59054412 -1.57757208  2.07384662  1.11226882
  0.064499    0.19699089  0.74455035  1.22889116  0.65719945 -1.32134662
  0.99211782 -0.43296697  0.41084526 -1.51206532 -0.89882514  0.87128589
  0.3909233  -0.02582896 -0.44756528  0.55412078 -0.28173333  0.7187298
  1.09214438  1.30555342  0.08708898  0.7408392  -0.52031072 -0.43958762
 -0.38199621  0.15255344]"
1777,3538,"[ 4.25464882e+00 -2.39345346e+00 -2.45702619e-01 -4.62103658e-01
  4.82485354e-01 -3.74664930e-01  1.18244670e+00  4.29299428e-01
  1.93423622e-01 -8.70846491e-01  1.03218282e+00  2.28646860e-01
  4.04747018e-02 -6.82815651e-01 -6.18367196e-01 -7.74302222e-01
  6.01643968e-01 -1.16723817e-02 -4.69274984e-02 -5.06792342e-01
 -4.99080695e-01  1.05947670e-01  3.22417295e-01 -2.18187110e-03
  8.92215271e-01 -2.59580646e-01 -6.47160812e-01  4.38131150e-01
  3.97283544e-01  2.56183661e-01 -1.68972504e-01  1.96989096e-01]"
1778,4025,"[ 1.33352235 -0.8338337   0.42464599 -0.19666491  0.14027322  0.62129357
  0.41260191 -0.12540369  0.13961608 -0.18445346 -0.16800097 -0.16969634
  0.01980793 -0.1447661  -0.36329659 -0.089085   -0.5464058  -0.31387379
  0.54711297 -0.25900672  0.41516165  0.14354213  0.16555998  0.45155105
  0.09549547  0.245654   -0.22795286  0.68942119  0.2944869  -0.03816125
  0.4222329  -0.32631811]"
1779,6517,"[ 3.43725449e+00 -2.85287652e+00 -1.15442185e+00  6.13620154e-02
  1.29425624e+00  1.42956194e+00  7.87080877e-01  5.37775800e-01
 -9.29787157e-01  1.74920423e-01  4.40748997e-01  4.76123125e-01
  4.55411623e-02 -1.00776432e+00 -2.53463310e-01  4.09481024e-01
 -6.27114819e-01 -6.95708283e-01  1.10437470e-01 -7.28652410e-01
 -6.81009630e-01  1.91053720e-01 -1.58783328e-03 -3.09908155e-01
  3.86809515e-01 -2.41243436e-01  3.96883961e-01  4.21681759e-01
 -3.23400214e-01 -3.88659314e-01 -6.51499642e-02 -8.71949111e-02]"
1780,2274,"[ 2.43091968 -1.88891085  0.892593   -0.15686751  0.44384189 -0.47246672
  1.82111429 -0.06435673  0.74020702 -0.77263033  0.18764409  0.17809764
 -0.0384386  -0.37974565 -1.32434081 -0.55079594  0.88946524 -0.04646869
 -0.17498361 -0.13912827 -0.28618595 -0.0375898  -0.82949664 -0.21113265
  0.03744493 -0.42181425 -0.22015867 -0.21813718 -0.25925514 -0.08402901
  0.14589814 -0.13797549]"
1781,5763,"[ 1.28881547 -1.26020394  0.15461696 -0.01528113  0.26341007  0.80734349
  0.4796839  -0.04651551  0.12400962  0.17671741 -0.30312654  0.11776687
  0.14568722 -0.01067609 -0.21321057  0.01140041 -0.60539154  0.13351572
  0.14302059 -0.24112855  0.08464301  0.15872914 -0.21263112  0.26935327
 -0.55307461 -0.05131638 -0.04805475  0.00882265  0.14063435 -0.05047336
 -0.14436996 -0.49495274]"
1782,2171,"[ 1.52778116 -1.37111733  0.3026983  -0.33347997  0.03319942  0.44069902
  0.98827782 -0.03771393  0.30833421  0.38866413  0.43803781  0.10550209
  0.13760904  0.2055891  -0.4874976  -0.09824783 -0.03485992  0.49891426
  0.20782564  0.09898231 -0.12684421 -0.00537916 -0.02565007  0.1678314
  0.63635498 -0.15159241 -0.04785879  0.31342929 -0.17749532 -0.06115099
 -0.40097254  0.27485016]"
1783,4066,"[ 4.59182322 -2.51226086 -1.04387821 -0.90464938 -0.01007349  0.10258913
  1.18967586 -1.11459035 -0.24366329  2.34195139  1.10300365  0.56998405
  0.51041173  0.2963069  -0.4720724   0.27973563 -0.80737662  0.54373398
 -0.2013179   0.94162123  0.36227496 -0.12688256 -0.25948138  0.15850378
  0.43624815 -0.09380837  0.23519679  0.55964474 -0.15745818 -0.08283502
  0.14653241  0.79681602]"
1784,1918,"[ 3.35555684 -2.32692202 -0.49265643 -0.47398881  0.13859226  0.10729494
  1.46896325 -0.7383609   0.23884106 -0.27459526  0.40006082  0.24763263
 -0.13144307  0.17647611 -0.73934569 -0.59717422 -0.05259872  0.49379225
  0.51549673  0.16648803 -0.01000624  0.50439158 -0.39516916  0.38695661
 -0.87478111 -0.40794579 -0.65134576 -0.16143226 -0.38352433  0.10211417
  0.07260613 -0.19617464]"
1785,5779,"[ 1.92024884 -1.7240238  -0.95800278 -0.05647823 -0.3583066   0.76641598
  0.95231055 -0.16165578 -0.60667793 -0.3400953   0.33122941 -0.02939312
 -0.10603621  0.44010082 -0.38745582  0.32462395 -0.23716796  0.24274649
  0.09636006 -0.31261605 -0.29009711  0.2216559   0.50006851 -0.12809708
  0.28441107  0.06497199 -0.28491893  0.02572492 -0.14991853  0.2148833
 -0.17326272 -0.10814991]"
1786,106,"[ 5.25483225 -2.82140988 -0.69590243  0.07450277 -0.21944843  0.50580576
  1.29507048 -0.26479165 -0.17439064  2.44680029  0.1230811  -0.41173566
  2.28835611  0.225746    0.31751361 -0.09045024 -0.13238558  0.10220688
 -1.13961655  0.63772519 -0.5883563  -0.06783823 -0.71667074  0.88714577
 -0.40979672  0.27612659  0.33950837  0.03069219 -0.9336344  -0.12616309
  0.19993357  0.21317495]"
